,Month,Date Event Began,Time Event Began,Date of Restoration,Time of Restoration,Area Affected,NERC Region,Alert Criteria,Event Type,Demand Loss (MW),Number of Customers Affected,state,Hour Event Began,time_location
1001,October,2018-10-09,20:12:00,10/09/2018,21:12:00,Colorado: El Paso County;,WECC,"Unplanned evacuation from its Bulk Electric System control center facility for 30 continuous minutes or more;
Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.",System Operations,0,0,Colorado,20,2018-10-09 20:00:00 | Colorado
1002,October,2018-10-10,11:59:00,Unknown,Unknown,Florida: Alabama: Georgia:,FRCC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,152,45604,Alabama,11,2018-10-10 11:00:00 | Alabama
1003,October,2018-10-10,11:59:00,Unknown,Unknown,Florida: Alabama: Georgia:,FRCC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,152,45604,Florida,11,2018-10-10 11:00:00 | Florida
1004,October,2018-10-10,11:59:00,Unknown,Unknown,Florida: Alabama: Georgia:,FRCC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,152,45604,Georgia,11,2018-10-10 11:00:00 | Georgia
1005,October,2018-10-10,16:00:00,10/19/2018,06:00:00,Florida:,FRCC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,330,55000,Florida,16,2018-10-10 16:00:00 | Florida
1006,October,2018-10-10,17:00:00,10/15/2018,05:00:00,Utah:,WECC,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems,Vandalism,0,0,Utah,17,2018-10-10 17:00:00 | Utah
1007,October,2018-10-10,14:00:00,10/11/2018,06:00:00,Florida:,FRCC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,135,60717,Florida,14,2018-10-10 14:00:00 | Florida
1008,October,2018-10-10,05:41:00,10/10/2018,07:54:00,Maine:,NPCC,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,System Operations,0,0,Maine,5,2018-10-10 5:00:00 | Maine
1009,October,2018-10-11,16:42:00,10/12/2018,21:00:00,North Carolina: South Carolina:,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,170222,North Carolina,16,2018-10-11 16:00:00 | North Carolina
1010,October,2018-10-11,16:42:00,10/12/2018,21:00:00,North Carolina: South Carolina:,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,170222,South Carolina,16,2018-10-11 16:00:00 | South Carolina
1011,October,2018-10-11,18:55:00,10/12/2018,12:00:00,North Carolina:,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,117000,North Carolina,18,2018-10-11 18:00:00 | North Carolina
1012,October,2018-10-11,13:15:00,Unknown,Unknown,North Carolina: South Carolina:,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,240807,North Carolina,13,2018-10-11 13:00:00 | North Carolina
1013,October,2018-10-11,13:15:00,Unknown,Unknown,North Carolina: South Carolina:,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,240807,South Carolina,13,2018-10-11 13:00:00 | South Carolina
1014,October,2018-10-11,07:21:00,10/11/2018,15:00:00,South Carolina:,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,71654,South Carolina,7,2018-10-11 7:00:00 | South Carolina
1015,October,2018-10-12,03:36:00,10/12/2018,13:56:00,Maryland: Garrett County;,RF,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",Transmission Interruption,0,0,Maryland,3,2018-10-12 3:00:00 | Maryland
1016,October,2018-10-14,22:11:00,Unknown,Unknown,California:,WECC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Natural Disaster,Unknown,60000,California,22,2018-10-14 22:00:00 | California
1017,October,2018-10-16,04:15:00,10/16/2018,17:11:00,Connecticut: Rhode Island: Massachusetts: Vermont: New Hampshire: Maine:,NPCC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,18000,Connecticut,4,2018-10-16 4:00:00 | Connecticut
1018,October,2018-10-16,04:15:00,10/16/2018,17:11:00,Connecticut: Rhode Island: Massachusetts: Vermont: New Hampshire: Maine:,NPCC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,18000,Maine,4,2018-10-16 4:00:00 | Maine
1019,October,2018-10-16,04:15:00,10/16/2018,17:11:00,Connecticut: Rhode Island: Massachusetts: Vermont: New Hampshire: Maine:,NPCC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,18000,Massachusetts,4,2018-10-16 4:00:00 | Massachusetts
1020,October,2018-10-16,04:15:00,10/16/2018,17:11:00,Connecticut: Rhode Island: Massachusetts: Vermont: New Hampshire: Maine:,NPCC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,18000,New Hampshire,4,2018-10-16 4:00:00 | New Hampshire
1021,October,2018-10-16,04:15:00,10/16/2018,17:11:00,Connecticut: Rhode Island: Massachusetts: Vermont: New Hampshire: Maine:,NPCC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,18000,Rhode Island,4,2018-10-16 4:00:00 | Rhode Island
1022,October,2018-10-16,04:15:00,10/16/2018,17:11:00,Connecticut: Rhode Island: Massachusetts: Vermont: New Hampshire: Maine:,NPCC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,18000,Vermont,4,2018-10-16 4:00:00 | Vermont
1023,October,2018-10-21,00:16:00,10/21/2018,16:14:00,West Virginia:,RF,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,63408,West Virginia,0,2018-10-21 0:00:00 | West Virginia
1024,October,2018-10-22,10:25:00,10/22/2018,10:31:00,Utah: Salt Lake County;,WECC,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Vandalism,0,0,Utah,10,2018-10-22 10:00:00 | Utah
1025,October,2018-10-24,12:32:00,10/24/2018,13:33:00,Michigan: Wayne County;,RF,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,System Operations,0,0,Michigan,12,2018-10-24 12:00:00 | Michigan
1026,October,2018-10-29,05:00:00,11/07/2018,07:00:00,California: Shasta County;,WECC,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems,Vandalism,0,0,California,5,2018-10-29 5:00:00 | California
1027,October,2018-10-29,08:39:00,Unknown,Unknown,Minnesota: Douglas County;,MRO,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems,Vandalism,0,0,Minnesota,8,2018-10-29 8:00:00 | Minnesota
1028,October,2018-10-30,14:02:00,10/30/2018,14:42:00,"Maryland: Baltimore, City of;",RF,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,System Operations,0,0,Maryland,14,2018-10-30 14:00:00 | Maryland
1029,October,2018-10-31,19:30:00,11/01/2018,18:55:00,Texas: Harris County;,TRE,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,402,140932,Texas,19,2018-10-31 19:00:00 | Texas
1030,November,2018-11-02,09:50:00,Unknown,Unknown,Minnesota: Douglas County;,MRO,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems.,Vandalism,0,0,Minnesota,9,2018-11-02 9:00:00 | Minnesota
1031,November,2018-11-03,05:53:00,11/03/2018,05:57:00,Illinois:,SERC,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,System Operations,0,0,Illinois,5,2018-11-03 5:00:00 | Illinois
1032,November,2018-11-03,17:20:00,11/04/2018,14:30:00,Connecticut: Massachusetts: New Hampshire: Vermont: Maine: Rhode Island:,NPCC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,Unknown,62000,Connecticut,17,2018-11-03 17:00:00 | Connecticut
1033,November,2018-11-03,17:20:00,11/04/2018,14:30:00,Connecticut: Massachusetts: New Hampshire: Vermont: Maine: Rhode Island:,NPCC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,Unknown,62000,Maine,17,2018-11-03 17:00:00 | Maine
1034,November,2018-11-03,17:20:00,11/04/2018,14:30:00,Connecticut: Massachusetts: New Hampshire: Vermont: Maine: Rhode Island:,NPCC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,Unknown,62000,Massachusetts,17,2018-11-03 17:00:00 | Massachusetts
1035,November,2018-11-03,17:20:00,11/04/2018,14:30:00,Connecticut: Massachusetts: New Hampshire: Vermont: Maine: Rhode Island:,NPCC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,Unknown,62000,New Hampshire,17,2018-11-03 17:00:00 | New Hampshire
1036,November,2018-11-03,17:20:00,11/04/2018,14:30:00,Connecticut: Massachusetts: New Hampshire: Vermont: Maine: Rhode Island:,NPCC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,Unknown,62000,Rhode Island,17,2018-11-03 17:00:00 | Rhode Island
1037,November,2018-11-03,17:20:00,11/04/2018,14:30:00,Connecticut: Massachusetts: New Hampshire: Vermont: Maine: Rhode Island:,NPCC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,Unknown,62000,Vermont,17,2018-11-03 17:00:00 | Vermont
1038,November,2018-11-06,09:49:00,11/09/2018,14:05:00,Tennessee:,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,Unknown,61000,Tennessee,9,2018-11-06 9:00:00 | Tennessee
1039,November,2018-11-08,07:16:00,11/28/2018,16:32:00,California: Butte County;,WECC,Electrical System Separation (Islanding) where part or parts of power grid remain(s) operational in an otherwise blocked out area or within the partial failure of an integrated electrical system,Natural Disaster/Transmission Interruption,32,11844,California,7,2018-11-08 7:00:00 | California
1040,November,2018-11-08,16:00:00,Unknown,Unknown,"Nevada: Carson City, Consolidated Municipality of[19];",WECC,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Vandalism,0,0,Nevada,16,2018-11-08 16:00:00 | Nevada
1041,November,2018-11-09,09:02:00,11/09/2018,10:23:00,Iowa: Muscatine County;,MRO,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,System Operations,0,0,Iowa,9,2018-11-09 9:00:00 | Iowa
1042,November,2018-11-10,17:02:00,11/14/2018,15:00:00,Wisconsin:,MRO,Fuel supply emergencies that could impact electric power system adequacy or reliability,Fuel Supply Deficiency,0,0,Wisconsin,17,2018-11-10 17:00:00 | Wisconsin
1043,November,2018-11-13,18:19:00,11/13/2018,19:40:00,Arkansas: Oklahoma: Louisiana: Texas:,SPP RE,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,System Operations,0,0,Arkansas,18,2018-11-13 18:00:00 | Arkansas
1044,November,2018-11-13,18:19:00,11/13/2018,19:40:00,Arkansas: Oklahoma: Louisiana: Texas:,SPP RE,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,System Operations,0,0,Louisiana,18,2018-11-13 18:00:00 | Louisiana
1045,November,2018-11-13,18:19:00,11/13/2018,19:40:00,Arkansas: Oklahoma: Louisiana: Texas:,SPP RE,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,System Operations,0,0,Oklahoma,18,2018-11-13 18:00:00 | Oklahoma
1046,November,2018-11-13,18:19:00,11/13/2018,19:40:00,Arkansas: Oklahoma: Louisiana: Texas:,SPP RE,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,System Operations,0,0,Texas,18,2018-11-13 18:00:00 | Texas
1047,November,2018-11-15,10:50:00,11/17/2018,13:12:00,Virginia: West Virginia:,RF,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,Unknown,50600,West Virginia,10,2018-11-15 10:00:00 | West Virginia
1048,November,2018-11-15,10:50:00,11/17/2018,13:12:00,Virginia: West Virginia:,RF,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,Unknown,50600,Virginia,10,2018-11-15 10:00:00 | Virginia
1049,November,2018-11-15,03:23:00,11/15/2018,17:35:00,Kentucky:,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,Unknown,150000,Kentucky,3,2018-11-15 3:00:00 | Kentucky
1050,November,2018-11-15,05:28:00,11/15/2018,08:35:00,Indiana:,RF,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,Unknown,55000,Indiana,5,2018-11-15 5:00:00 | Indiana
1051,November,2018-11-15,05:38:00,11/16/2018,06:00:00,Kentucky: Ohio:,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,Unknown,104000,Kentucky,5,2018-11-15 5:00:00 | Kentucky
1052,November,2018-11-15,05:38:00,11/16/2018,06:00:00,Kentucky: Ohio:,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,Unknown,104000,Ohio,5,2018-11-15 5:00:00 | Ohio
1053,November,2018-11-18,13:10:00,Unknown,Unknown,Nebraska: Holt County;,MRO,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Vandalism,2,0,Nebraska,13,2018-11-18 13:00:00 | Nebraska
1054,November,2018-11-25,22:30:00,11/28/2018,20:17:00,"Illinois: Will County, DuPage County, Kane County, McHenry County, Winnebago County, Ogle County, DeKalb County, Lee County, Grundy County, Lake County, Cook County, Livingston County, Stephenson County, LaSalle County, Kankakee County, Kendall County, Boone County;",SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,Unknown,313448,Illinois,22,2018-11-25 22:00:00 | Illinois
1055,November,2018-11-27,08:00:00,11/28/2018,16:50:00,Maine: New Hampshire: Vermont:,NPCC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,Unknown,32000,Maine,8,2018-11-27 8:00:00 | Maine
1056,November,2018-11-27,08:00:00,11/28/2018,16:50:00,Maine: New Hampshire: Vermont:,NPCC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,Unknown,32000,New Hampshire,8,2018-11-27 8:00:00 | New Hampshire
1057,November,2018-11-27,08:00:00,11/28/2018,16:50:00,Maine: New Hampshire: Vermont:,NPCC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,Unknown,32000,Vermont,8,2018-11-27 8:00:00 | Vermont
1058,December,2018-12-01,09:40:00,12/04/2018,17:17:00,Pennsylvania:,RF,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Vandalism,0,0,Pennsylvania,9,2018-12-01 9:00:00 | Pennsylvania
1059,December,2018-12-01,16:23:00,12/01/2018,17:09:00,Florida: Leon County;,FRCC,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,System Operations,0,0,Florida,16,2018-12-01 16:00:00 | Florida
1060,December,2018-12-02,16:17:00,12/02/2018,20:30:00,Maryland:,RF,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,System Operations,0,0,Maryland,16,2018-12-02 16:00:00 | Maryland
1061,December,2018-12-03,03:15:00,12/03/2018,03:44:00,Texas:,TRE,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",Transmission Interruption,16,Unknown,Texas,3,2018-12-03 3:00:00 | Texas
1062,December,2018-12-05,08:00:00,12/06/2018,08:00:00,Alabama: Chambers County;,SERC,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Vandalism,0,0,Alabama,8,2018-12-05 8:00:00 | Alabama
1063,December,2018-12-05,12:48:00,12/05/2018,12:49:00,California: Los Angeles County;,WECC,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Vandalism,0,0,California,12,2018-12-05 12:00:00 | California
1064,December,2018-12-07,03:10:00,12/07/2018,04:35:00,Utah: Weber County;,WECC,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems.,Actual Physical Attack,0,0,Utah,3,2018-12-07 3:00:00 | Utah
1065,December,2018-12-09,03:35:00,12/10/2018,23:45:00,North Carolina:,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather/Transmission Interruption,Unknown,50000,North Carolina,3,2018-12-09 3:00:00 | North Carolina
1066,December,2018-12-09,23:28:00,12/10/2018,01:30:00,Virginia: Loudoun County;,SERC,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Vandalism,0,0,Virginia,23,2018-12-09 23:00:00 | Virginia
