,Month,Date Event Began,Time Event Began,Date of Restoration,Time of Restoration,Area Affected,NERC Region,Alert Criteria,Event Type,Demand Loss (MW),Number of Customers Affected,state,Hour Event Began,time_location
425,January,2016-01-11,20:16:00,2016-01-11 00:00:00,23:00:00,Pennsylvania: Chester County;,RFC,Suspected Physical Attack,Vandalism,0,0,Pennsylvania,20,2016-01-11 20:00:00 | Pennsylvania
426,January,2016-01-14,08:27:00,2016-01-14 00:00:00,12:00:00,Delaware:,RFC,Suspected Physical Attack,Vandalism,0,0,Delaware,8,2016-01-14 8:00:00 | Delaware
427,January,2016-01-17,12:00:00,2016-01-17 00:00:00,13:00:00,Utah: Salt Lake County;,WECC,Suspected Physical Attack,Sabotage,0,0,Utah,12,2016-01-17 12:00:00 | Utah
428,January,2016-01-22,15:52:00,2016-01-24 00:00:00,12:30:00,North Carolina: South Carolina:,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Weather,Unknown,150000,North Carolina,15,2016-01-22 15:00:00 | North Carolina
429,January,2016-01-22,15:52:00,2016-01-24 00:00:00,12:30:00,North Carolina: South Carolina:,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Weather,Unknown,150000,South Carolina,15,2016-01-22 15:00:00 | South Carolina
430,January,2016-01-23,07:49:00,2016-01-23 00:00:00,09:05:00,New Jersey:,RFC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Weather,Unknown,50900,New Jersey,7,2016-01-23 7:00:00 | New Jersey
431,February,2016-02-05,11:21:00,2016-02-06 00:00:00,15:48:00,Connecticut: Massachusetts: Rhode Island:,NPCC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Weather,Unknown,115057,Connecticut,11,2016-02-05 11:00:00 | Connecticut
432,February,2016-02-05,11:21:00,2016-02-06 00:00:00,15:48:00,Connecticut: Massachusetts: Rhode Island:,NPCC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Weather,Unknown,115057,Massachusetts,11,2016-02-05 11:00:00 | Massachusetts
433,February,2016-02-05,11:21:00,2016-02-06 00:00:00,15:48:00,Connecticut: Massachusetts: Rhode Island:,NPCC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Weather,Unknown,115057,Rhode Island,11,2016-02-05 11:00:00 | Rhode Island
434,February,2016-02-07,11:30:00,Unknown,Unknown,New York: Orange County,NPCC,Suspected Cyber Attack,Cyber Attack,Unknown,Unknown,New York,11,2016-02-07 11:00:00 | New York
435,February,2016-02-07,14:58:00,Unknown,Unknown,Oregon: Klamath County,WECC,Suspected Physical Attack,Sabotage,Unknown,Unknown,Oregon,14,2016-02-07 14:00:00 | Oregon
436,February,2016-02-07,13:21:00,2016-02-07 00:00:00,13:42:00,Utah: Salt Lake County,WECC,Suspected Physical Attack,Vandalism,0,0,Utah,13,2016-02-07 13:00:00 | Utah
437,February,2016-02-13,12:44:00,2016-02-13 00:00:00,16:27:00,California,SERC,Electrical System Separation (Islanding) where part or parts of a power grid remain(s) operational in an otherwise blacked out area or within the partial failure of an integrated electrical system,Islanding,7,4300,California,12,2016-02-13 12:00:00 | California
438,February,2016-02-16,08:35:00,2016-02-16 00:00:00,17:28:00,"Virginia: Roanoke County, Montgomery County; West Virginia: Kanawha County, Cabell County; Tennessee: Sullivan County;",RFC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Weather,Unknown,52640,Tennessee,8,2016-02-16 8:00:00 | Tennessee
439,February,2016-02-16,08:35:00,2016-02-16 00:00:00,17:28:00,"Virginia: Roanoke County, Montgomery County; West Virginia: Kanawha County, Cabell County; Tennessee: Sullivan County;",RFC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Weather,Unknown,52640,West Virginia,8,2016-02-16 8:00:00 | West Virginia
440,February,2016-02-16,08:35:00,2016-02-16 00:00:00,17:28:00,"Virginia: Roanoke County, Montgomery County; West Virginia: Kanawha County, Cabell County; Tennessee: Sullivan County;",RFC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Weather,Unknown,52640,Virginia,8,2016-02-16 8:00:00 | Virginia
441,February,2016-02-19,22:00:00,2016-02-20 00:00:00,23:13:00,Michigan,RFC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Weather,Unknown,145314,Michigan,22,2016-02-19 22:00:00 | Michigan
442,February,2016-02-21,15:54:00,2016-02-21 00:00:00,17:07:00,Oregon: Klamath County,WECC,Suspected Physical Attack,Sabotage,0,0,Oregon,15,2016-02-21 15:00:00 | Oregon
443,February,2016-02-24,14:45:00,2016-02-25 00:00:00,05:00:00,North Carolina: South Carolina,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Weather,400,284610,North Carolina,14,2016-02-24 14:00:00 | North Carolina
444,February,2016-02-24,14:45:00,2016-02-25 00:00:00,05:00:00,North Carolina: South Carolina,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Weather,400,284610,South Carolina,14,2016-02-24 14:00:00 | South Carolina
445,February,2016-02-24,09:10:00,2016-02-24 00:00:00,10:15:00,Delaware,RFC,Suspected Physical Attack,Vandalism,0,0,Delaware,9,2016-02-24 9:00:00 | Delaware
446,February,2016-02-25,01:44:00,2016-02-25 00:00:00,14:45:00,Connecticut: Maine: Massachusetts: Rhode Island: Vermont:,NPCC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Weather,Unknown,114190,Connecticut,1,2016-02-25 1:00:00 | Connecticut
447,February,2016-02-25,01:44:00,2016-02-25 00:00:00,14:45:00,Connecticut: Maine: Massachusetts: Rhode Island: Vermont:,NPCC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Weather,Unknown,114190,Maine,1,2016-02-25 1:00:00 | Maine
448,February,2016-02-25,01:44:00,2016-02-25 00:00:00,14:45:00,Connecticut: Maine: Massachusetts: Rhode Island: Vermont:,NPCC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Weather,Unknown,114190,Massachusetts,1,2016-02-25 1:00:00 | Massachusetts
449,February,2016-02-25,01:44:00,2016-02-25 00:00:00,14:45:00,Connecticut: Maine: Massachusetts: Rhode Island: Vermont:,NPCC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Weather,Unknown,114190,Rhode Island,1,2016-02-25 1:00:00 | Rhode Island
450,February,2016-02-25,01:44:00,2016-02-25 00:00:00,14:45:00,Connecticut: Maine: Massachusetts: Rhode Island: Vermont:,NPCC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Weather,Unknown,114190,Vermont,1,2016-02-25 1:00:00 | Vermont
451,February,2016-02-26,16:35:00,2016-02-26 00:00:00,20:22:00,Arizona: Maricopa County,WECC,Suspected Physical Attack,Sabotage - Operator Action(s),2,2713,Arizona,16,2016-02-26 16:00:00 | Arizona
452,February,2016-02-26,00:01:00,Unknown,Unknown,California: San Bernardino County,WECC,Fuel supply emergencies that could impact electric power system adequacy or reliability,Fuel Supply Deficiency,0,0,California,0,2016-02-26 0:00:00 | California
453,March,2016-03-01,13:35:00,Unknown,Unknown,Idaho: Ada County;,WECC,Suspected Physical Attack,Vandalism,0,0,Idaho,13,2016-03-01 13:00:00 | Idaho
454,March,2016-03-01,15:00:00,Unknown,Unknown,"Washington: King County, Whatcom County, Kitsap County, Skagit County;",WECC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Weather,Unknown,56000,Washington,15,2016-03-01 15:00:00 | Washington
455,March,2016-03-03,11:00:00,2016-04-06 00:00:00,19:47:00,California: San Bernardino County;,WECC,Fuel supply emergencies that could impact electric power system adequacy or reliability,Fuel Supply Deficiency,0,0,California,11,2016-03-03 11:00:00 | California
456,March,2016-03-08,00:00:00,2016-03-08 00:00:00,00:00:00,Idaho: Bannock County;,WECC,Suspected Physical Attack,Sabotage,0,0,Idaho,0,2016-03-08 0:00:00 | Idaho
457,March,2016-03-10,04:00:00,2016-03-11 00:00:00,11:59:00,"Washington: Kitsap County, King County, Whatcom County, Island County, Skagit County;",WECC,Suspected Physical Attack,Sabotage,0,0,Washington,4,2016-03-10 4:00:00 | Washington
458,March,2016-03-13,14:00:00,Unknown,Unknown,"Washington: Island County, Skagit County, Whatcom County, King County, Kitsap County, Pierce County, Thurston County;",WECC,Suspected Physical Attack,Sabotage,0,0,Washington,14,2016-03-13 14:00:00 | Washington
459,March,2016-03-13,16:55:00,Unknown,Unknown,Washington:,WECC,Suspected Physical Attack,Vandalism,0,0,Washington,16,2016-03-13 16:00:00 | Washington
460,March,2016-03-23,05:00:00,2016-03-25 00:00:00,23:59:00,"Colorado: Denver, City and County of[12];",WECC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Weather,0,0,Colorado,5,2016-03-23 5:00:00 | Colorado
461,March,2016-03-27,12:00:00,2016-03-27 00:00:00,13:00:00,Nevada: Clark County;,WECC,Suspected Physical Attack,Sabotage,Unknown,110000,Nevada,12,2016-03-27 12:00:00 | Nevada
462,March,2016-03-30,21:12:00,2016-03-31 00:00:00,15:00:00,Massachusetts: Middlesex County[13];,NPCC,Suspected Physical Attack,Sabotage,200,50500,Massachusetts,21,2016-03-30 21:00:00 | Massachusetts
463,April,2016-04-01,16:37:00,2016-04-01 00:00:00,18:00:00,Florida: Hillsborough County,FRCC,Suspected Physical Attack,Sabotage,0,0,Florida,16,2016-04-01 16:00:00 | Florida
464,April,2016-04-02,11:08:00,2016-04-02 00:00:00,11:33:00,California,WECC,Uncontrolled loss of 300 Megawatts or more of firm system loads for more than 15 minutes from a single incident,System Operations,360,0,California,11,2016-04-02 11:00:00 | California
465,April,2016-04-12,11:30:00,2016-04-12 00:00:00,16:43:00,Washington: Pend Oreille County,WECC,Suspected Cyber Attack,Cyber Attack,0,0,Washington,11,2016-04-12 11:00:00 | Washington
466,April,2016-04-14,16:49:00,2016-04-15 00:00:00,20:42:00,Maryland: Baltimore County,RFC,Suspected Physical Attack,Sabotage,0,0,Maryland,16,2016-04-14 16:00:00 | Maryland
467,April,2016-04-15,10:00:00,2016-04-15 00:00:00,11:00:00,Utah: Weber County,WECC,Suspected Physical Attack,Vandalism,0,0,Utah,10,2016-04-15 10:00:00 | Utah
468,April,2016-04-18,05:05:00,2016-04-20 00:00:00,07:55:00,Texas: Harris County,TRE,"Loss of electric service to more than 50,000 customers for 1 hour or more",Weather,Unknown,415103,Texas,5,2016-04-18 5:00:00 | Texas
469,April,2016-04-27,13:36:00,Unknown,Unknown,Tennessee,SERC,Suspected Physical Attack,Vandalism,0,0,Tennessee,13,2016-04-27 13:00:00 | Tennessee
470,April,2016-04-27,05:50:00,2016-04-28 00:00:00,01:35:00,Texas: Harris County,TRE,"Loss of electric service to more than 50,000 customers for 1 hour or more",Weather,Unknown,214864,Texas,5,2016-04-27 5:00:00 | Texas
471,April,2016-04-27,18:00:00,2016-04-27 00:00:00,18:05:00,Texas: Rusk County,TRE,Suspected Physical Attack,Sabotage,0,0,Texas,18,2016-04-27 18:00:00 | Texas
472,May,2016-05-07,07:49:00,2016-05-07 00:00:00,09:02:00,New York: Dutchess County;,NPCC,Suspected Physical Attack,Sabotage,0,0,New York,7,2016-05-07 7:00:00 | New York
473,May,2016-05-08,09:12:00,Unknown ,Unknown ,Washington: Clark County;,WECC,Electrical System Separation (Islanding) where part or parts of a power grid remain(s) operational in an otherwise blacked out area or within the partial failure of an integrated electrical system,Islanding,Unknown,Unknown,Washington,9,2016-05-08 9:00:00 | Washington
474,May,2016-05-10,20:45:00,2016-05-13 00:00:00,03:00:00,"Texas: Dallas County, Tarrant County, Parker County;",TRE,"Loss of electric service to more than 50,000 customers for 1 hour or more",Distribution Interruption,Unknown,85000,Texas,20,2016-05-10 20:00:00 | Texas
475,May,2016-05-14,21:25:00,2016-05-15 00:00:00,17:24:00,Missouri:,SERC,Suspected Physical Attack,Sabotage,0,0,Missouri,21,2016-05-14 21:00:00 | Missouri
476,May,2016-05-19,21:36:00,2016-05-20 00:00:00,01:00:00,Utah:,WECC,Uncontrolled loss of 300 Megawatts or more of firm system loads for more than 15 minutes from a single incident,System Operations,461,85179,Utah,21,2016-05-19 21:00:00 | Utah
477,May,2016-05-20,00:00:00,2016-05-22 00:00:00,05:00:00,Louisiana:,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Distribution Interruption ,Unknown,85000,Louisiana,0,2016-05-20 0:00:00 | Louisiana
478,May,2016-05-20,01:15:00,Unknown ,Unknown ,Louisiana:,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Weather,Unknown,57184,Louisiana,1,2016-05-20 1:00:00 | Louisiana
479,May,2016-05-24,08:00:00,Unknown ,Unknown ,Missouri:,SERC,Suspected Physical Attack,Vandalism,0,0,Missouri,8,2016-05-24 8:00:00 | Missouri
480,May,2016-05-26,21:29:00,2016-05-27 00:00:00,00:40:00,New York:,NPCC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Transmission Interruption,82,56645,New York,21,2016-05-26 21:00:00 | New York
481,May,2016-05-31,07:30:00,2016-06-13 00:00:00,07:27:00,New York: Tompkins County;,NPCC,Fuel supply emergencies that could impact electric power system adequacy or reliability,Fuel Supply Deficiency,150,Unknown,New York,7,2016-05-31 7:00:00 | New York
482,June,2016-06-07,12:00:00,2016-06-07 00:00:00,12:15:00,Utah,WECC,Suspected Physical Attack,Sabotage ,0,0,Utah,12,2016-06-07 12:00:00 | Utah
483,June,2016-06-14,07:59:00,2016-06-14 00:00:00,08:00:00,New Jersey,RFC,Suspected Physical Attack,Vandalism,0,0,New Jersey,7,2016-06-14 7:00:00 | New Jersey
484,June,2016-06-17,15:40:00,2016-06-18 00:00:00,08:34:00,"Georgia, Alabama, Mississippi, Florida",SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Weather,304,91260,Alabama,15,2016-06-17 15:00:00 | Alabama
485,June,2016-06-17,15:40:00,2016-06-18 00:00:00,08:34:00,"Georgia, Alabama, Mississippi, Florida",SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Weather,304,91260,Florida,15,2016-06-17 15:00:00 | Florida
486,June,2016-06-17,15:40:00,2016-06-18 00:00:00,08:34:00,"Georgia, Alabama, Mississippi, Florida",SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Weather,304,91260,Georgia,15,2016-06-17 15:00:00 | Georgia
487,June,2016-06-17,15:40:00,2016-06-18 00:00:00,08:34:00,"Georgia, Alabama, Mississippi, Florida",SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Weather,304,91260,Mississippi,15,2016-06-17 15:00:00 | Mississippi
488,June,2016-06-17,04:30:00,2016-06-17 00:00:00,04:31:00,Delaware,RFC,Suspected Physical Attack,Vandalism,0,0,Delaware,4,2016-06-17 4:00:00 | Delaware
489,July,2016-07-02,04:00:00,2016-07-04 00:00:00,00:40:00,Oregon: Multnomah County,WECC,Suspected Physical Attack,Actual Physical Event,0,0,Oregon,4,2016-07-02 4:00:00 | Oregon
490,July,2016-07-05,02:45:00,2016-07-06 00:00:00,03:00:00,"Texas: Dallas County, Tarrant County",TRE,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,52000,Texas,2,2016-07-05 2:00:00 | Texas
491,July,2016-07-05,17:30:00,2016-07-06 00:00:00,16:00:00,"Minnesota, Wisconsin",MRO,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,250000,Minnesota,17,2016-07-05 17:00:00 | Minnesota
492,July,2016-07-05,17:30:00,2016-07-06 00:00:00,16:00:00,"Minnesota, Wisconsin",MRO,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,250000,Wisconsin,17,2016-07-05 17:00:00 | Wisconsin
493,July,2016-07-07,04:20:00,2016-07-07 00:00:00,08:00:00,"Kansas: Johnson County; Missouri: Jackson County, Platte County, Cass County, Buchanan County, Atchison County, Andrew County, Clay County, Nodaway County",SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,58500,Kansas,4,2016-07-07 4:00:00 | Kansas
494,July,2016-07-07,04:20:00,2016-07-07 00:00:00,08:00:00,"Kansas: Johnson County; Missouri: Jackson County, Platte County, Cass County, Buchanan County, Atchison County, Andrew County, Clay County, Nodaway County",SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,58500,Missouri,4,2016-07-07 4:00:00 | Missouri
495,July,2016-07-07,05:53:00,2016-07-07 00:00:00,08:40:00,North Carolina: New Hanover County,SERC,Actual Physical Attack ,Vandalism,0,0,North Carolina,5,2016-07-07 5:00:00 | North Carolina
496,July,2016-07-08,20:50:00,2016-07-09 00:00:00,19:25:00,North Carolina,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,600,203345,North Carolina,20,2016-07-08 20:00:00 | North Carolina
497,July,2016-07-08,19:00:00,2016-07-09 00:00:00,00:00:00,"Michigan: Wayne County, Oakland County, Macomb County, St. Clair County, Lapeer County, Tuscola County, Sanilac County, Huron County",RFC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,160895,Michigan,19,2016-07-08 19:00:00 | Michigan
498,July,2016-07-08,18:00:00,Unknown,Unknown,West Virginia: Virginia,RFC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,62961,West Virginia,18,2016-07-08 18:00:00 | West Virginia
499,July,2016-07-08,18:00:00,Unknown,Unknown,West Virginia: Virginia,RFC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,62961,Virginia,18,2016-07-08 18:00:00 | Virginia
500,July,2016-07-09,17:45:00,2016-07-11 00:00:00,14:00:00,Texas: Dallas County,TRE,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,62000,Texas,17,2016-07-09 17:00:00 | Texas
501,July,2016-07-13,13:00:00,2016-07-13 00:00:00,13:01:00,Washington,WECC,Suspected Physical Attack,Vandalism,0,0,Washington,13,2016-07-13 13:00:00 | Washington
502,July,2016-07-13,15:00:00,Unknown,Unknown,Tennessee: Shelby County,SERC,Public Appeal,System Operations,Unknown,Unknown,Tennessee,15,2016-07-13 15:00:00 | Tennessee
503,July,2016-07-14,17:30:00,2016-07-16 00:00:00,20:00:00,Oklahoma: Arkansas,SPP,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,7300,Arkansas,17,2016-07-14 17:00:00 | Arkansas
504,July,2016-07-14,17:30:00,2016-07-16 00:00:00,20:00:00,Oklahoma: Arkansas,SPP,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,7300,Oklahoma,17,2016-07-14 17:00:00 | Oklahoma
505,July,2016-07-14,16:30:00,2016-07-16 00:00:00,00:00:00,Arkansas: Louisiana: Mississippi: Texas,"SPP, SERC, TRE","Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,170244,Arkansas,16,2016-07-14 16:00:00 | Arkansas
506,July,2016-07-14,16:30:00,2016-07-16 00:00:00,00:00:00,Arkansas: Louisiana: Mississippi: Texas,"SPP, SERC, TRE","Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,170244,Louisiana,16,2016-07-14 16:00:00 | Louisiana
507,July,2016-07-14,16:30:00,2016-07-16 00:00:00,00:00:00,Arkansas: Louisiana: Mississippi: Texas,"SPP, SERC, TRE","Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,170244,Mississippi,16,2016-07-14 16:00:00 | Mississippi
508,July,2016-07-14,16:30:00,2016-07-16 00:00:00,00:00:00,Arkansas: Louisiana: Mississippi: Texas,"SPP, SERC, TRE","Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,170244,Texas,16,2016-07-14 16:00:00 | Texas
509,July,2016-07-14,14:44:00,2016-07-15 00:00:00,04:00:00,Oklahoma,SPP,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,96966,Oklahoma,14,2016-07-14 14:00:00 | Oklahoma
510,July,2016-07-19,15:45:00,2016-07-19 00:00:00,19:29:00,Idaho,WECC,"Islanding, Uncontrolled Loss 300+ MW",System Operations,290,Unknown,Idaho,15,2016-07-19 15:00:00 | Idaho
511,July,2016-07-19,15:45:00,2016-07-19 00:00:00,19:25:00,Idaho,WECC,"Islanding, Uncontrolled Loss 300+ MW",System Operations,485,Unknown,Idaho,15,2016-07-19 15:00:00 | Idaho
512,July,2016-07-21,06:18:00,2016-07-21 00:00:00,14:45:00,Delaware: New Castle County,RFC,Suspected Physical Attack,Suspicious Activity,0,0,Delaware,6,2016-07-21 6:00:00 | Delaware
513,July,2016-07-22,23:50:00,2016-07-23 00:00:00,09:10:00,Massachusetts: Connecticut: Rhode Island: New Hampshire: Vermont: Maine,NPCC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,57058,Connecticut,23,2016-07-22 23:00:00 | Connecticut
514,July,2016-07-22,23:50:00,2016-07-23 00:00:00,09:10:00,Massachusetts: Connecticut: Rhode Island: New Hampshire: Vermont: Maine,NPCC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,57058,Maine,23,2016-07-22 23:00:00 | Maine
515,July,2016-07-22,23:50:00,2016-07-23 00:00:00,09:10:00,Massachusetts: Connecticut: Rhode Island: New Hampshire: Vermont: Maine,NPCC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,57058,Massachusetts,23,2016-07-22 23:00:00 | Massachusetts
516,July,2016-07-22,23:50:00,2016-07-23 00:00:00,09:10:00,Massachusetts: Connecticut: Rhode Island: New Hampshire: Vermont: Maine,NPCC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,57058,New Hampshire,23,2016-07-22 23:00:00 | New Hampshire
517,July,2016-07-22,23:50:00,2016-07-23 00:00:00,09:10:00,Massachusetts: Connecticut: Rhode Island: New Hampshire: Vermont: Maine,NPCC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,57058,Rhode Island,23,2016-07-22 23:00:00 | Rhode Island
518,July,2016-07-22,23:50:00,2016-07-23 00:00:00,09:10:00,Massachusetts: Connecticut: Rhode Island: New Hampshire: Vermont: Maine,NPCC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,57058,Vermont,23,2016-07-22 23:00:00 | Vermont
519,July,2016-07-23,15:15:00,2016-07-23 00:00:00,19:53:00,Pennsylvania: Cambria County,RFC,Voltage Reduction,System Operations,87,Unknown,Pennsylvania,15,2016-07-23 15:00:00 | Pennsylvania
520,July,2016-07-23,19:30:00,2016-07-24 00:00:00,07:30:00,Connecticut: Massachusetts: New Hampshire: Vermont: Rhode Island,NPCC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,101073,Connecticut,19,2016-07-23 19:00:00 | Connecticut
521,July,2016-07-23,19:30:00,2016-07-24 00:00:00,07:30:00,Connecticut: Massachusetts: New Hampshire: Vermont: Rhode Island,NPCC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,101073,Massachusetts,19,2016-07-23 19:00:00 | Massachusetts
522,July,2016-07-23,19:30:00,2016-07-24 00:00:00,07:30:00,Connecticut: Massachusetts: New Hampshire: Vermont: Rhode Island,NPCC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,101073,New Hampshire,19,2016-07-23 19:00:00 | New Hampshire
523,July,2016-07-23,19:30:00,2016-07-24 00:00:00,07:30:00,Connecticut: Massachusetts: New Hampshire: Vermont: Rhode Island,NPCC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,101073,Rhode Island,19,2016-07-23 19:00:00 | Rhode Island
524,July,2016-07-23,19:30:00,2016-07-24 00:00:00,07:30:00,Connecticut: Massachusetts: New Hampshire: Vermont: Rhode Island,NPCC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,101073,Vermont,19,2016-07-23 19:00:00 | Vermont
525,August,2016-08-04,14:15:00,2016-08-04 00:00:00,14:23:00,Delaware: New Castle County;,RFC,Suspected Physical Attack,Vandalism,0,0,Delaware,14,2016-08-04 14:00:00 | Delaware
526,August,2016-08-07,18:39:00,2016-08-07 00:00:00,20:27:00,New Mexico: Bernalillo County;,WECC,Uncontrolled loss of 300 Megawatts or more of firm system loads for more than 15 minutes from a single incident,System Operations,Unknown,Unknown,New Mexico,18,2016-08-07 18:00:00 | New Mexico
527,August,2016-08-10,06:00:00,Unknown,Unknown,California: Butte County;,WECC,Fuel supply emergencies that could impact electric power system adequacy or reliability,Fuel Supply Deficiency,0,0,California,6,2016-08-10 6:00:00 | California
528,August,2016-08-11,16:30:00,2016-08-11 00:00:00,19:15:00,Ohio:,RFC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,62140,Ohio,16,2016-08-11 16:00:00 | Ohio
529,August,2016-08-13,11:42:00,2016-08-13 00:00:00,14:07:00,South Carolina:,SERC,Uncontrolled loss of 300 Megawatts or more of firm system loads for more than 15 minutes from a single incident,System Operations,506,0,South Carolina,11,2016-08-13 11:00:00 | South Carolina
530,August,2016-08-20,14:18:00,2016-08-20 00:00:00,21:19:00,New York:,NPCC,Actual Physical Attack,Actual Physical Event,Unknown,40000,New York,14,2016-08-20 14:00:00 | New York
531,August,2016-08-23,17:00:00,2016-08-24 00:00:00,00:05:00,Texas: Harris County;,TRE,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,72200,Texas,17,2016-08-23 17:00:00 | Texas
532,August,2016-08-24,19:18:00,2016-08-24 00:00:00,19:47:00,Washington: King County;,WECC,Electrical System Separation (Islanding) where part or parts of a power grid remain(s) operational in an otherwise blacked out area or within the partial failure of an integrated electrical system,Islanding,9232,Unknown,Washington,19,2016-08-24 19:00:00 | Washington
533,August,2016-08-25,18:40:00,2016-08-26 00:00:00,18:19:00,Oregon: Crook County;,WECC,  Suspected Physical Attack,Vandalism,0,0,Oregon,18,2016-08-25 18:00:00 | Oregon
534,August,2016-08-31,09:45:00,2016-08-31 00:00:00,09:55:00,Colorado:,WECC,Electrical System Separation (Islanding) where part or parts of a power grid remain(s) operational in an otherwise blacked out area or within the partial failure of an integrated electrical system,Transmission Interruption,0,0,Colorado,9,2016-08-31 9:00:00 | Colorado
535,August,2016-08-31,14:52:00,Unknown,Unknown,Washington: Clark County;,WECC,Electrical System Separation (Islanding) where part or parts of a power grid remain(s) operational in an otherwise blacked out area or within the partial failure of an integrated electrical system,Islanding,0,0,Washington,14,2016-08-31 14:00:00 | Washington
536,September,2016-09-01,22:00:00,Unknown,Unknown,Florida:,FRCC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,100,Unknown,Florida,22,2016-09-01 22:00:00 | Florida
537,September,2016-09-02,00:40:00,2016-09-04 00:00:00,20:00:00,"Florida: Leon County, Wakulla County;",FRCC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,450,75000,Florida,0,2016-09-02 0:00:00 | Florida
538,September,2016-09-02,04:00:00,2016-09-02 00:00:00,16:00:00,"Florida: Alachua County, Bay County, Citrus County, Columbia County, Dixie County, Franklin County, Gilchrist County, Gulf County, Hamilton County, Hardee County, Hernando County, Highlands County, Jefferson County, Lafayette County, Lake County, Levy County, Madison County, Marion County, Orange County, Osceola County, Pasco County, Pinellas County, Polk County, Seminole County, Sumter County, Suwannee County, Taylor County, Volusia County, Wakulla County;",FRCC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,225,90000,Florida,4,2016-09-02 4:00:00 | Florida
539,September,2016-09-02,05:45:00,2016-09-03 00:00:00,00:30:00,Georgia:,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,57000,Georgia,5,2016-09-02 5:00:00 | Georgia
